Proteins,Compartments,Cyto,Nsol,NucI,Horg,Lorg,Colour
EMC3,S2,-1.2736530903445682,-1.5619088220644377,0.18806745502607464,0.9698432762574436,0.4982413003798084,orange
EMC4,S2,-0.6526530379303934,-1.0244960688012807,0.07982817810935916,0.9017186610092971,0.44386538574439993,orange
EMC7,S3,-0.7054592377729203,-0.9267693589339024,0.22257343104598043,0.8676852859874022,0.4734010400317886,salmon
EMC8,S3,-0.683000383137804,-1.1033442514073788,0.11421214969236151,0.8071940460205151,0.47569166182664235,salmon
EMD,S4,-1.0927376441554695,-1.2686462409637986,0.7567870560234726,0.6364983107061155,0.15508539752795028,tomato2
EML3,C2,1.3581611064129469,0.6329545107984861,-0.5993489957176051,-0.6142160801598622,-0.07420886692305684,aquamarine
EML4,C5,1.58485831650448,0.4706238371747953,-0.6215901635741362,-0.7427976835398853,-0.8554206970036802,turquoise3
EMP2,S2,-2.703427337627189,-3.170869268356901,0.31852344595002563,0.9297127164353409,0.21704300367236656,orange
ENAH,C5,1.35491355815665,0.575571205260109,-0.3395616425366076,-0.4248579655933309,-0.7622496155706798,turquoise3
ENDOD1,S1,-1.4921790005708715,-1.4911664043246773,0.18822750428216187,0.6893813383125809,1.1209280162310593,gold
ENDOG,N4,-1.1431634989284913,0.7505546743443468,0.0528554747480053,0.12204119251548441,-0.2711294977627884,grey30
ENO1,C4,2.096533974734398,0.44445021820666086,-1.2504475678104758,-1.5271910924144916,-1.6396652093115813,deepskyblue2
ENO3,C4,2.3046697046023734,0.43132742906863253,-1.406062056141447,-1.873075882466925,-1.8723428797381358,deepskyblue2
ENOPH1,C5,2.074175059792352,0.3261900402224492,-0.9350805837599898,-0.9656473124208524,-1.1816287036915356,turquoise3
ENSA,C4,1.9216354370464446,0.23068301687753132,-1.095911095010985,-1.054919975840391,-1.2074488319444152,deepskyblue2
ENTPD4,S1,-1.3075602019358035,-1.3445208355598912,-0.36457585123608294,0.8809519232564449,0.9984048042591678,gold
ENTPD6,S1,-1.2029582575938689,-1.2957144469631139,-0.10867414923311328,0.8011645964290508,0.9021506727975286,gold
EPB41,M1,-0.4647651143267477,-0.8977452887038295,0.6459849818545784,0.8045446047798135,-0.3069695954940682,burlywood4
EPB41L5,S4,-1.2222335906926056,-1.3963054936525285,0.46938513452095076,0.925515098340529,0.21414338858644133,tomato2
EPHA2,S4,-1.0105459783750488,-1.4575416290381837,0.4224888810125698,0.8913138652138324,0.275061636808813,tomato2
EPHB2,S4,-1.0205754711416564,-1.1767772233846676,0.34146395448635425,0.8853401419891158,0.3398991914228648,tomato2
EPHB4,S4,-0.6212018213059451,-1.0571410418711105,0.3256995032603668,0.7852212222060295,0.21905229537106055,tomato2
EPHX1,S2,-1.1619710628416215,-1.4171812239125208,0.16101659841314994,0.7507598137249865,0.6485784996875046,orange
ERAL1,M1,-1.2399075232908665,-0.5890526277801384,0.35111405145753494,0.7565939303354253,0.042000802348687145,burlywood4
ERBB2,S4,-0.9773284298544578,-1.249096407902657,0.43963687859541895,0.7992057005102688,0.5284971117493193,tomato2
ERBB2IP,M1,-1.1545230686456445,-0.7817493009842857,0.5596741339821623,0.9331134177559177,-0.14892742312053434,burlywood4
ERC1,C5,1.5625848657331982,0.6882247264679222,-0.4847449473819274,-0.5208404502811541,-0.8516766076081654,turquoise3
ERCC6L,C4,2.005022309799161,-0.1396047026054399,-0.6799932145365435,-0.5796277046361958,-0.9208217537767874,deepskyblue2
ERF,C5,1.527762293933654,0.3803148239172274,-0.4081205778755238,-0.37402191660283857,-0.7510135333400914,turquoise3
ERGIC1,S1,-0.7579472637720446,-0.95881961653971,0.11539834883307343,0.509786251231588,0.8862676312292186,gold
ERGIC2,S1,-1.180796359598347,-1.2448531629662216,-0.07572534346552277,0.8030960071800926,0.9804201074468126,gold
ERGIC3,S1,-1.0958889872642037,-1.2992354906385812,-0.08534981916310273,0.8038694551429975,0.9496631976032277,gold
ERLEC1,S2,-1.1830367874698797,-1.402760063557932,0.16280359844264583,0.9465503238240103,0.5852348988658991,orange
ERLIN1,S2,-1.1131108120159299,-1.4245232089875315,0.21497089216502024,0.9014077019305664,0.4737240724356501,orange
ERLIN2,S2,-1.2863604999838505,-1.3372149292354385,0.21514686801194932,0.933363064217136,0.5276526706541678,orange
ERMP1,S2,-1.0171439212752602,-1.220358185969703,0.3807666895822033,0.7628404402183957,0.44822204512435637,orange
ERN1,S3,-1.0044934313369471,-1.0613010792383761,0.17012697461627108,0.8948984305040069,0.48854002036716226,salmon
ERP29,N4,-1.0398516298204985,0.4553567099032836,-0.13803624591434674,0.5942606519295921,0.015476003140161483,grey30
ESCO1,N2,-1.034096690601399,-0.43232184631193415,0.9516349411516851,0.11372144913570202,0.3834700351368727,grey70
ESF1,N3,-1.105733649125952,-0.8357621400609891,0.981530374200398,-0.01693249684001913,0.5046399064716749,grey50
ESRRA,N2,-0.94251947504076,-0.01719596480434877,0.6604722416990845,0.3925572246381408,-0.008934465211326115,grey70
ESYT1,S1,-1.0661988895548622,-1.4104161441428071,0.17943508544879583,0.6093943440158689,0.8846388297708032,gold
ESYT2,S1,-0.9070482705123,-1.1491563031482732,0.1578782058939615,0.7098412531144567,0.7874077088172622,gold
ETF1,C3,1.5002088786954597,0.3501621260247626,-0.5021939284184382,-0.36419829197494036,-0.6124520182630953,cyan
ETFA,M1,-1.6431757870793418,0.2257959830448893,0.34358327250785003,0.8946532862236823,-1.1512518776921028,burlywood4
ETFDH,M2,-1.2395803732771693,-1.4212846739379232,0.3914712962484619,1.1812987734755707,-0.0538941166636468,tan4
EXD2,M2,-1.1705618525823227,-1.3652665734433609,0.3855381261916022,1.1327425881040925,-0.11398311286543669,tan4
EXOG,M2,-1.0373662617810664,-1.3777108848707984,0.3862392067389985,1.1756820836305781,-0.06827162305848407,tan4
EXOSC10,N1,-0.9953389081865942,-0.9740260546611295,0.38128159562625397,-0.3500893928626868,1.3512903381550077,grey90
EXOSC3,N1,-0.8636719096044994,-0.6868754719883765,0.3179113596100711,-0.4339823191479704,1.3946558993881197,grey90
EXOSC5,N1,-0.6047471500552624,-0.5613477164942808,0.27048072379526655,-0.5266073852658439,1.143377164135279,grey90
EXOSC9,N1,-0.9871960304649909,-0.23069986887903418,0.2586861970942218,-0.5637439107616862,1.2903409536397161,grey90
EXT2,S2,-0.9585270096546541,-1.2755771759966237,0.15275673194322736,0.8004469065883056,0.6212903424318225,orange
EXTL3,S1,-1.1957609674915939,-1.246076607358733,0.00427252528229133,0.9053377537943224,0.8098096588108887,gold
EZR,C1,1.6842718675212491,0.1391121013923248,-0.6546967853417993,-0.3321651192987274,-0.5108403422562946,lightblue
FADS1,S2,-1.1626731567509285,-1.672199765045614,0.24073990893331676,0.8937977119214555,0.6174693276653307,orange
FAF2,S2,-0.9907880810783085,-1.1907929278587739,0.17969719001081302,0.8353443920779298,0.4743551049655685,orange
FAH,C4,2.2215298898523814,0.5050119139283905,-1.3382042142568555,-1.546645562546658,-1.5761421973176875,deepskyblue2
FAIM,C3,1.9381161099355784,0.2789772845577685,-0.8187358636209007,-0.7791905641839096,-1.0178942582002946,cyan
FAM103A1,N4,-0.6535669385133898,1.127708996168153,-0.13039727513679103,-0.6728666776473669,-0.14831189493855346,grey30
FAM105B,C3,1.8519185564849805,-0.1967329910692386,-0.7426423435409204,-0.5421627533198665,-0.7840029012028389,cyan
FAM107B,C4,2.1804119266684454,0.6125425144706856,-1.152362502989805,-1.34280643337976,-1.8663997867344975,deepskyblue2
FAM111A,N1,-1.223983317341478,-1.1651444705010316,-0.0032639578688769214,-0.3826927155990769,1.5867948298178716,grey90
FAM114A2,C1,1.002000801842041,-0.23193406106622427,-0.269119176319268,0.26012180650133165,0.1581828377943525,lightblue
FAM120A,N1,-0.5230417568224636,-0.9810602422629977,-0.5051585426018226,-0.2374298703155725,1.5272628564538935,grey90
FAM134A,S1,-0.6363457678909425,-0.7486311028139891,0.011433341043764322,0.3281581977305175,0.9128731824960314,gold
FAM134C,S1,-0.5343777164293217,-0.7252686864012566,0.04972073206131862,0.45088864241424886,0.9966950161700343,gold
FAM136A,N4,-1.2839078192588387,1.234983601302261,-0.05477786038418396,-0.03365327773764298,-1.1151385252648138,grey30
FAM160A2,C2,1.4573930194285916,0.31876044360511274,-0.2703142108020295,-0.11261749627938865,-0.29134412497440754,aquamarine
FAM160B1,C1,1.6004531345873492,0.09262384186562445,-0.384290898393395,-0.15277256251221236,-0.37882264105265684,lightblue
FAM162A,M2,-0.9648849227495766,-1.5072574734158586,0.30114959377107864,1.104704115575991,-0.11444874355874152,tan4
FAM168A,C5,1.5499054529957133,0.3650416008805746,-0.49810024424884747,-0.6719597530919972,-1.000376044333538,turquoise3
FAM173A,M2,-1.3454558914892245,-1.453398003389807,0.41270021622345443,1.1075435178269242,-0.12830770001542452,tan4
FAM173B,M2,-0.4654547446626516,-1.1077811759166036,0.5002950967679287,1.0612067677791175,-0.24407871409850024,tan4
FAM175B,C5,1.76541369780664,0.5100988244798053,-0.8571593091430415,-0.803475292787792,-0.8704968801177579,turquoise3
FAM177A1,S1,-1.2380008282037276,-1.2138357939980597,0.1025841493471292,0.6741226768403281,1.0052508552348152,gold
FAM178A,N2,-0.7257301392987263,-0.24605837862743826,0.8219998572907812,0.153843944391025,0.14625583076835685,grey70
FAM208A,N3,-0.7625238471395062,-0.8487997665508347,1.0957119761398197,0.06587538013401747,-0.122603728169525,grey50
FAM208B,N2,-0.7014171691304505,-0.6482441942771557,1.1104438198933566,0.06956658054714812,0.007401910021395956,grey70
FAM20B,S3,-0.5066479071211087,-0.7591180004711542,-0.045528730538066206,0.7202043940549423,0.6467885962541378,salmon
FAM210A,M2,-0.8160704638379412,-1.1199976678493269,0.3116551332827345,1.1654266141985477,-0.17516070245333656,tan4
FAM3C,S1,-1.1485937919719094,-1.4604279543618333,-0.20533324873942455,0.8299825586095323,1.1047228719503706,gold
FAM47E-STBD1,S1,-0.8255900892703956,-1.082194395746121,0.0036366775187753227,0.7593091190342012,0.8700736784972956,gold
FAM64A,S3,-0.5772813816086179,-0.3689760596657623,0.41412403334546133,0.6070267808610781,0.22064852325147305,salmon
FAM65A,C1,1.4193447169547588,-0.2839171764772018,-0.3239113700219375,0.020538763623566294,-0.1509061688886876,lightblue
FAM69A,S1,-0.7515626580730745,-1.1732189660059467,-0.11670168860625013,0.9086563479659677,0.8570658439520358,gold
FAM73A,M2,-0.9078638011125034,-1.259864570818546,0.3567079154346767,1.0741912726435956,-0.06750872959433904,tan4
FAM73B,M2,-0.7730727786153899,-1.587719295736313,0.4857286863436663,0.9261886809651418,0.14045197136300042,tan4
FAM76A,N4,-1.0710567029592604,1.143999766601715,0.05204613267268901,-0.2568971810368891,-0.10302493443095588,grey30
FAM76B,N4,-1.5929665614029662,1.2531474253343418,-0.007684635761522558,-0.6496543334733093,-0.056315529913753694,grey30
FAM8A1,S2,-1.058319400858589,-1.1049623915833682,0.09394137926811716,0.7677261365784048,0.6074231419047544,orange
FAM96A,C1,1.68395411504302,-0.11885456053506244,-0.5178781052904274,-0.12178138666381415,-0.5960073852637813,lightblue
FAR1,S2,-1.0484528008675462,-1.4119955061992835,-0.11583298827411137,1.0342976471305454,0.4846168184039837,orange
FARP2,M1,-0.7503517383400691,-1.0509955282474635,0.5559406320568833,0.8917828771925376,-0.06438929263503444,burlywood4
FARSA,N4,0.2975939176600535,1.076446060530421,-0.38160298002315624,-0.611750241788404,-0.5870021056539481,grey30
FARSB,N4,0.367314358671909,1.2426688131136925,-0.4601606905215477,-0.735400586246864,-0.6195094565410968,grey30
FAS,S4,-1.4099067488143016,-1.5853207208505675,0.4878234906814969,0.956873838628319,0.3373012210910916,tomato2
FASTK,S1,-1.0168224858235888,-1.227861935233661,0.29868822705733955,0.5335736181179702,0.9763936930188758,gold
FASTKD1,M1,-0.9694424887947828,-0.48962715892331343,0.42620798083437805,0.8842617389598673,0.01591050069241258,burlywood4
FASTKD2,M1,-1.04532496001916,-0.419323799293888,0.3994693659016275,0.8491490396787604,-0.18499601787395314,burlywood4
FASTKD3,S3,-0.9187943872988891,-0.7421299732059412,0.3150151918908344,0.7400068764720145,0.28958432119756017,salmon
FASTKD5,M1,-1.2773301750573034,-0.4903955200580963,0.463215822406118,0.9515644744640066,-0.5115125173308184,burlywood4
FAT1,S3,-0.9841585674881728,-0.646361261019879,0.1211556189944192,0.8051410928885554,0.36120924559593415,salmon
FBL,N3,-1.214400344044992,-1.3425935580262496,1.341540888027349,0.1770059224708141,-0.2770860281101376,grey50
FBLIM1,C5,1.2661058621537715,0.7356112034053068,-0.3358500320536236,-0.5048543914359948,-0.9680880977103811,turquoise3
FBRS,N4,-0.7887315344323875,1.01976802911982,-0.03660434183283595,-0.10211132728552393,-0.2357346036350887,grey30
FBXL4,M2,-0.361852902553239,-1.284504452630494,0.23873195993972196,1.0373038418678575,-0.15726315331698182,tan4
FBXO11,N1,-1.1548508839647158,-0.7311873162837419,0.7693281923856804,0.13424656409087038,0.7967500348502754,grey90
FBXO28,N2,-1.277115560445987,-0.8090331547536509,0.7169191068832073,0.37388731498069905,0.5293965224658568,grey70
FBXO3,C5,1.6826268268693179,0.7556771529076445,-0.7114859009139725,-0.9003824025773932,-1.0080010223370108,turquoise3
FBXO30,C3,1.7359582947266148,0.5032472335456221,-0.6265932580531595,-0.5942264979164349,-0.8761146543646476,cyan
FBXW5,C5,1.4847072063702327,0.4712219626860828,-0.29239846147730314,-0.36070298255343863,-0.5753827831538059,turquoise3
FCF1,N2,-1.1506427156634604,-1.0852517604299217,1.1077163324980486,0.04849380259372224,0.248557597491902,grey70
FCHSD2,C2,1.0613400262303,0.34220751131362825,-0.27759828197273023,-0.004357705997122293,-0.2901915953389891,aquamarine
FDFT1,S2,-0.9918860331435655,-1.3004939602369583,0.39716292959223243,0.7561760465841914,0.5658802465946418,orange
FDPS,C5,1.8240387963838072,0.5097281919197836,-0.7159712856073246,-0.8020211914654811,-1.135452264163233,turquoise3
FER,C3,1.643598941758163,0.27034539125333257,-0.5707002664227665,-0.5009119649812641,-0.726423869906068,cyan
FGFR1OP,C2,1.0015416526751115,0.3194618280801028,-0.4068592335912704,-0.05398208921292406,-0.2151214206095055,aquamarine
FGFRL1,S3,-0.9481030067495582,-0.530308187674813,0.26152906118110564,0.7045607591080356,0.5632670415012253,salmon
FHOD1,C1,1.5936149915732862,0.023382413915104004,-0.3940518984626455,-0.31517745494424165,-0.5809211838820082,lightblue
FIZ1,N1,-0.8339668700308527,-0.1879295325962489,-0.23482463955971122,-0.46419746640655185,1.2614598136513582,grey90
FKBP14,N4,-0.7653681462485795,0.3890751666402674,-0.12610866202745374,0.5455511439851193,0.1956349967883691,grey30
FKBP3,C5,1.3442338231770754,0.9338461417546611,-0.7382316692722277,-0.9925116537845395,-0.6579800095689029,turquoise3
FKBP4,C5,1.8051625275530678,0.42716318714178697,-0.8422011384308267,-1.0015700199493782,-1.1677213658126089,turquoise3
FKBP8,S2,-1.0221023450848217,-1.147683797999031,0.17915696527180816,0.9610473810700901,0.4105913698666146,orange
FKBPL,C4,1.848429779705099,0.1914622145063927,-0.6079991040857995,-0.7193072381016677,-0.9043229908465247,deepskyblue2
FKRP,S1,-1.1162871098514953,-1.354091981456766,-0.1706111470320662,0.883881772927625,0.9555902041465656,gold
FKTN,S1,-1.0187732690866493,-1.4294253786201567,-0.15337984056505677,0.9329884590747434,0.9200017757356798,gold
FLCN,C1,1.3560306968013647,0.07296622999883495,-0.473402023084963,-0.044737010555379514,-0.17800779130607064,lightblue
FLNA,C5,1.2831192493916368,0.68920544109672,-0.5254030204656583,-0.5584918658503162,-0.846610680069006,turquoise3
FLNB,C5,1.0086451163827745,0.8995264309489535,-0.4840582593338951,-0.5206287223932968,-0.8518797404273942,turquoise3
FLOT1,S2,-1.1611394647926683,-1.3477996204923055,0.17285803109516928,0.8109548147597112,0.7308746396853822,orange
FLOT2,S2,-1.1004218734972602,-1.3990336430557775,-0.05396993348243426,0.9289189852570787,0.6428687901654502,orange
FLVCR1,S4,-1.438835654183837,-1.673466051607256,0.46036403437669315,0.9730185249005334,0.08185075963795699,tomato2
FMNL2,S4,-0.46725779997720307,-1.1538232781518283,0.3204007934757737,0.860767932792837,0.2601007432893243,tomato2
FNBP1,C3,1.6511765573172825,0.0010305193067796925,-0.5742272998554643,-0.4617164782503014,-0.7319194629337847,cyan
FNBP1L,C3,1.6541877952245874,0.1936909155671268,-0.5927870252140366,-0.47817755517802296,-0.7322344424181818,cyan
FNBP4,N4,-0.666695915338975,1.1473259629306545,-0.10026548820605989,-0.6290409951488909,-0.19662789008848053,grey30
FNDC3A,S2,-1.2951962400628254,-1.60297779291209,0.0978307947072142,0.9783795884306632,0.5995627433643511,orange
FNDC3B,S2,-1.1794216228789605,-1.470137132749024,0.09813582918338885,0.9381943587395567,0.5441923766008787,orange
FNIP1,C1,1.6268851292104856,0.12222935851061636,-0.6150427752475272,-0.25222028453080936,-0.3467715273561084,lightblue
FOXJ2,N4,0.2162638598865761,0.880103947749826,-0.1658863195015336,-0.05114014823130009,-0.593812602650116,grey30
FOXK1,N4,-0.592682502953999,1.168770664464951,-0.31149004887144294,-0.5532240356198623,-0.09239432262802579,grey30
FOXK2,N4,-0.6981750105152937,1.0322252422936478,0.03717815392240621,-0.33985825252749285,0.23849953857076345,grey30
FOXO3,C5,1.8839533781631022,0.6330579263871203,-0.7975432208199107,-0.7498428867233426,-1.0544107398939517,turquoise3
FOXRED1,M2,-0.9315639113916147,-0.7842164025432652,0.4313119972803854,1.0140877606216319,-0.21624313824545277,tan4
FPGT,C3,2.1125393660371903,0.21165533854608976,-0.8676349819255746,-0.7096234686201961,-0.9913800165756064,cyan
FRMD5,S4,-1.0509414803297183,-1.2418178986748383,0.3904501403164317,0.8562365169427044,0.4772598009336452,tomato2
FRRS1,S1,-1.0712694911646419,-1.319788674512184,0.0033902773237887342,0.5495593621041722,1.1648552133401682,gold
FRS2,S4,-0.5276996384174987,-0.7049739805142187,0.36846910462369953,0.6927559201950344,0.25605422750090845,tomato2
FSCN1,C5,2.035144752956829,0.1765972224436412,-0.9226459362878765,-0.9046043583276371,-1.031612456641513,turquoise3
FTSJ1,C1,1.540720665441592,-0.08311757991872104,-0.5045434400604043,-0.39420127201974087,0.3064589715426864,lightblue
FUNDC2,M2,-0.45014981944317023,-1.3373888308678459,0.4025356861035836,0.940684919881243,0.07019897164392208,tan4
FURIN,S1,-1.0997129593514754,-1.0062349237791013,-0.06075643627982786,0.6837739167487651,0.773182907670059,gold
FUT8,S1,-0.889601500630846,-1.109871024205529,-0.1041805296338664,0.8550841961496728,0.8061649144006403,gold
FXR2,N1,-0.6261425261381646,-0.22571897758941914,-0.26188381215801154,-0.08232522191162267,1.2153684757013734,grey90
FYTTD1,N3,-1.2923298315935412,-1.4786031940403204,1.0162693422152214,-0.012694193361786095,0.7073563412229088,grey50
FZD2,S3,-0.7250494154485458,-1.2289481992710913,0.2731981354226175,0.7403122536659827,0.4433681533142878,salmon
FZD6,S4,-1.050026612628935,-1.2397989690942484,0.3611895865701523,0.9291302783629727,0.4623443554825739,tomato2
FZD7,S4,-1.034685981502514,-1.0013946177924802,0.3639332864173205,0.8159123622602693,0.493335484203424,tomato2
G6PD,C4,1.9581508298285804,0.16131814483640616,-0.9284454222930623,-0.7659562414012743,-1.1054592665162166,deepskyblue2
GABARAP,C1,1.5849222923687862,0.1658836246887958,-0.8211469796201529,-0.15461694039153173,-0.4183546223786758,lightblue
GABARAPL1,C3,1.6318238042534714,0.12339737797397755,-0.5844327917576845,-0.2655961593773571,-0.26602940352854587,cyan
GABPA,N4,-0.21333284768265404,1.3044009521962092,-0.22124685425476223,-0.5080493357334043,-0.9314749579070204,grey30
GADD45GIP1,S3,-1.1957977509936277,-0.9472634676974792,0.23424717346492224,1.0239994387421172,0.447690863203167,salmon
GALE,C5,2.012616535563861,0.39946316612369304,-0.9071699985545756,-1.0371464265400328,-1.2461073716600766,turquoise3
GALK1,C5,1.6705778101284823,0.38675666161198496,-0.6321146293609569,-0.8154032748985676,-1.013811224197677,turquoise3
GALK2,C5,1.8680446028112985,0.3777108058537977,-0.6737724558765656,-0.7291205037735602,-0.9683373298740554,turquoise3
GALNT1,S1,-1.2406764275805346,-1.4606491035579565,-0.1783573154541628,1.0040861275227737,0.7922771480240163,gold
GALNT10,S1,-1.0176823028835964,-1.2265849112150202,-0.17458059996496456,0.8865087997037486,0.8760972060138781,gold
GALNT11,S1,-0.8279699270912766,-1.4449844399858063,-0.14904599518915124,0.8979782311178649,0.9019626513041819,gold
GALNT2,S1,-1.250936805755674,-1.384786365436638,-0.2654754110867657,0.9804658839138156,0.966516025740412,gold
GALNT7,S1,-1.2286423953117884,-1.4099957605437046,-0.15100552277488782,0.9566382604694891,0.8776468251155054,gold
GAPDH,C5,2.1050468040647647,0.2559203662131355,-1.0836518751813256,-1.17775393632887,-1.362262843975711,turquoise3
GAR1,N3,-1.1573776544931964,-1.4157190303018146,1.289359995349127,-0.1676437374977186,0.2408822928666611,grey50
GARS,C4,1.7588623919942306,0.2151024614463957,-0.7142399260652563,-0.48781858534736344,-1.0407394016204814,deepskyblue2
GART,C4,2.139586061685943,0.0016697053104563202,-0.9927385325467168,-0.9662016095271193,-1.247601683624533,deepskyblue2
GATAD1,N1,-1.0224633825582123,-0.12023846508448749,0.54623001209693,-0.26416069807725895,0.7730490432231466,grey90
GBA,S1,-0.7547673262539605,-0.5683820320963718,-0.34024087921532986,0.7517784389130706,0.8462224952391539,gold
GBA2,S3,-0.7881484591184817,-0.8103855692762667,0.1802478312529193,0.686003539364008,0.5971416378322986,salmon
GBE1,C5,1.5895752340533849,0.6640691732290382,-0.6456345637700363,-0.8250479490835725,-0.8333590312136558,turquoise3
GBP2,C4,1.9247953468427372,0.4611632488290519,-0.861331980349447,-0.9536302196978822,-1.290740074519951,deepskyblue2
GCLM,C4,2.060897621096165,0.17308043897707717,-0.84908989853638,-0.7008713428502473,-1.0524613459660928,deepskyblue2
GCNT1,S1,-0.8133334753641455,-1.199345566603204,-0.15530689670540904,0.7825910109219514,0.983962168180958,gold
GCSH,M1,-1.8702999204227395,0.4869870217790976,0.2316999701821177,0.8721170066221391,-1.5036924337362714,burlywood4
GDAP1,M2,-1.5038073239467629,-1.4432707575631332,0.373605464477127,1.231956754900473,-0.22522979659225628,tan4
GDE1,S2,-1.2550978620749167,-1.2685018137699375,0.39343604812174343,0.7694105881705842,0.6756510281681001,orange
GDI2,C4,2.1515467110511013,0.1120287030293611,-1.1879943852525585,-1.0599222112617546,-1.1985841708648528,deepskyblue2
GDPD1,S2,-0.8233587823491118,-1.3996977096955285,0.25368659027156215,0.8121641537888187,0.5318631198745595,orange
GDPD3,S2,-1.1903045647687622,-1.6022236472274192,0.23365791001069058,0.9157785322739294,0.4564684213159674,orange
GEMIN5,C1,0.38151064960706266,0.3230829340498812,-0.40637319933933597,-0.22330035015970653,0.7102140448805868,lightblue
GGA1,C2,1.0876191432895066,0.40853151023866635,-0.3766650555122112,-0.06189513746419082,-0.23009427084228612,aquamarine
GGA3,C2,0.9996658000565126,0.31411744379689516,-0.2656596744316898,0.008321285790070986,-0.17266305072212537,aquamarine
GGCT,C4,2.1963953603259414,0.26551026379109355,-1.3134248658557495,-1.4239491984679247,-1.5555080084535455,deepskyblue2
GGCX,S2,-1.0747490731913865,-1.1477340481096137,0.31375410734054054,0.786654109342964,0.5254966794597218,orange
GHITM,M2,-0.7773013622347784,-1.3269732601370876,0.36675054615449154,1.083085474829834,-0.025178456219931353,tan4
GINM1,S1,-1.688873877843346,-1.7451934112707088,-0.0669479033551014,1.0227704617750122,0.8488911103600294,gold
GIPC1,C1,1.196246872170928,0.3147400179616444,-0.2091695164641872,-0.09209930593590036,-0.39702581934788217,lightblue
GLA,N4,-1.3663394658924248,0.5907661078357367,-0.4821373235727825,0.6048370958545455,0.01460613668298279,grey30
GLCE,S1,-1.3786609784060255,-1.7042771377473642,-0.22776558671181182,0.9165987477315547,1.044350880731331,gold
GLE1,N2,-1.1493387627789713,-1.3346367166707935,1.1075375880097824,0.3641507896417456,0.03429025115617795,grey70
GLG1,S1,-0.9617433594731323,-1.2586190639547474,-0.1894541680170656,0.7776769022747441,0.8393246042954683,gold
GLIPR2,S2,-1.3026102211439274,-1.4888502826668648,0.1940766786281904,0.934824495463666,0.5403657816583075,orange
GLOD4,C4,2.009111567099386,0.24712361354045037,-1.0027305876058983,-1.0439011517920171,-1.3287741106054103,deepskyblue2
GLRX,C3,1.72784597528372,0.1361070793787455,-0.7032594841021996,-0.7892148142616632,-1.1200784785528652,cyan
GLRX3,C5,1.9104246682885668,0.32694816632563184,-0.7436910420277143,-0.8223210420016573,-1.1461811762868763,turquoise3
GLS,M1,-0.9638281277110021,0.01842460065368845,0.4112695081064065,0.818319165257346,-0.6886681755779438,burlywood4
GLT8D1,S1,-1.3583304679090689,-1.495787887620615,-0.2869224507926601,0.8794317164597479,1.0257805707826284,gold
GLTSCR2,N3,-1.0899116150463255,-1.1353066930100009,0.9862656718693251,-0.13229908150566422,0.7595894802208671,grey50
GLUL,C5,1.7276349570274228,0.4139057121787847,-0.9653730812580005,-0.909822495087649,-0.6219783570595565,turquoise3
GMCL1,N3,-0.5560948162115289,-1.1144827152867025,1.1356425900282927,0.270508886624981,-0.4211896110682107,grey50
GMFB,C4,2.111966856397514,0.4829329036212744,-1.119747996633953,-1.3024641180978938,-1.5852446673934693,deepskyblue2
GMIP,C1,1.5100086988444814,0.1586514292092239,-0.40140901604238094,-0.17250436420844967,-0.6856754114726717,lightblue
GMPPA,C5,1.7088064978974793,0.5595856525495391,-0.7762961851758768,-0.7087028625948182,-1.2325611932783092,turquoise3
GMPPB,C5,1.5685065338866337,0.28674821826682045,-0.640229721419495,-0.7262400079074021,-0.77413054620073,turquoise3
GMPR2,C5,2.0213617464590334,0.2667179116374054,-0.9604513123659317,-1.0985860028138705,-1.0221070324873542,turquoise3
GNA13,S4,-1.0650779588554085,-1.195007372229021,0.4615474429132545,0.8514025477027384,0.24996235970596403,tomato2
GNAI1,S4,-0.8256139285684561,-1.368824489867492,0.37845440101646377,0.844242150646966,0.3577993372138545,tomato2
GNAI2,S4,-0.45814469494490717,-0.834158936549052,0.29196708496153,0.7410418373594967,0.29112537844492403,tomato2
GNAI3,S4,-1.0951882673487556,-1.3086160962337636,0.3553241126838831,0.8553416988454985,0.43568634612482304,tomato2
GNAQ,S4,-1.0127213830547646,-1.1690437730146157,0.36909310120091854,0.9281800871388525,0.46215815047335274,tomato2
GNAS,S4,-0.7012805697222274,-0.7710554165759795,0.3310591611517214,0.7591629865220367,0.35066409470774274,tomato2
GNAZ,S4,-0.7407739671180154,-1.1221597602152347,0.23687468267087802,0.9503819273941498,0.5611254334602067,tomato2
GNB1,S4,-0.7260760960378969,-1.1314053208918564,0.4237622888745982,0.777043269354994,0.45791536756889795,tomato2
GNB1L,C3,1.8011956241592562,0.12327526369046726,-0.6137204284570978,-0.6893613736731097,-0.7317312321757751,cyan
GNB2,S4,-0.9167166852873587,-1.1704492088560132,0.391869678593885,0.8539431476361601,0.40914813952861095,tomato2
GNB5,C5,1.473421534723469,0.4706902315215405,-0.32765523690250853,-0.5359999290250266,-0.6084825037490396,turquoise3
GNL2,N3,-1.0022290809604244,-1.0642229249629982,0.8412809003414197,-0.09487502059933894,0.9110822764793409,grey50
GNPAT,S2,-1.2020858750159082,-1.2906148279404936,-0.08761159275837302,1.007803594448112,0.5107088172124303,orange
GNPDA2,C4,1.9259741653908762,0.44760902768161187,-0.9688306576239871,-1.0673051408741583,-1.1253082180641347,deepskyblue2
GNPNAT1,C5,1.9667917689662056,0.6019541516492751,-0.8972813270875324,-1.227055424555455,-1.2032209154590274,turquoise3
